user_id,cart_value,items,time_of_day,user_history,offer_shown,reward
1088,2932.29,Sports Cap,afternoon,4,5% discount,0
1089,8448.92,Jeans,evening,10,10% discount,0
1090,7486.29,Cushion|Sports Cap,afternoon,4,5% discount,1
1091,7899.37,Wristband,evening,5,Free Shipping,0
1092,4456.08,Coffee Mug,afternoon,1,Free Shipping,0
1093,9694.58,Coffee Mug|Sports Cap,morning,7,Free Shipping,1
1094,2205.85,Backpack,night,3,20% discount,0
1095,9177.06,Wristband|Backpack,morning,8,10% discount,0
1096,8150.52,Cushion|Cushion,afternoon,0,5% discount,1
1097,4191.82,Sports Cap,evening,6,Free Shipping,1
1098,16364.46,Wristband|Earbuds|Cushion,evening,9,5% discount,0
1099,9699.59,Puma Sneakers,morning,8,5% discount,0
1100,1498.82,Coffee Mug,afternoon,4,20% discount,0
1101,9381.09,Jeans,morning,9,5% discount,0
1102,1607.91,Cushion,night,2,10% discount,0
1103,9053.34,Cushion,evening,9,10% discount,1
1104,3367.29,Jeans,evening,8,5% discount,0
1105,4726.12,Phone Case,morning,2,10% discount,0
1106,8297.35,Wristband|Wristband|Phone Case,evening,6,10% discount,1
1107,9980.5,Earbuds|Jeans,morning,5,Free Shipping,1
1108,5276.92,Coffee Mug,evening,2,10% discount,1
1109,11389.1,Nike Shoes|Puma Sneakers|T-Shirt,evening,4,Free Shipping,0
1110,10185.1,Coffee Mug|Jeans|Earbuds,afternoon,2,10% discount,1
1111,2292.13,Puma Sneakers,evening,3,20% discount,0
1112,11671.21,Coffee Mug|Backpack,morning,2,Free Shipping,1
1113,6295.9,Adidas Running Shoes,night,6,10% discount,1
1114,14522.91,Jacket|Backpack,afternoon,4,10% discount,0
1115,8161.35,Phone Case|Coffee Mug,morning,9,10% discount,1
1116,6273.56,Phone Case,night,9,Free Shipping,1
1117,9462.55,Coffee Mug,afternoon,9,Free Shipping,0
1118,10989.08,Coffee Mug|Cushion,morning,8,20% discount,1
1119,16306.8,Wristband|T-Shirt,afternoon,6,Free Shipping,1
1120,9726.03,Phone Case|Cushion,night,9,5% discount,0
1121,19266.7,Jacket|Wristband|Coffee Mug,afternoon,9,20% discount,0
1122,1760.12,Cushion,morning,5,10% discount,1
1123,3880.63,Coffee Mug,night,1,10% discount,1
1124,2482.75,Wristband,afternoon,3,5% discount,0
1125,7558.87,Coffee Mug,evening,1,5% discount,0
1126,3446.59,Jeans,morning,1,20% discount,1
1127,3745.58,Phone Case,evening,7,5% discount,0
1128,8063.99,Coffee Mug,evening,4,5% discount,0
1129,2784.44,Sports Cap,evening,9,5% discount,0
1130,14224.8,Earbuds|Backpack|Coffee Mug,night,4,Free Shipping,0
1131,4926.88,Cushion,evening,0,Free Shipping,0
1132,25923.35,Jeans|Puma Sneakers|Puma Sneakers,night,6,20% discount,1
1133,3703.62,Phone Case,evening,5,Free Shipping,1
1134,8486.8,Cushion|Backpack,evening,8,20% discount,0
1135,16341.72,Jeans|Phone Case,evening,1,10% discount,0
1136,10594.21,Cushion|Jeans,afternoon,8,Free Shipping,0
1137,12006.62,Nike Shoes|Adidas Running Shoes,night,0,10% discount,1
1138,2950.27,Jacket,night,0,20% discount,0
1139,4414.36,Earbuds,morning,9,10% discount,1
1140,6778.74,Phone Case|Earbuds,evening,0,5% discount,0
1141,5812.38,Phone Case,evening,9,10% discount,0
1142,6477.97,Jeans,evening,6,20% discount,0
1143,16999.54,Phone Case|Adidas Running Shoes,afternoon,8,20% discount,1
1144,8807.66,Backpack|Earbuds,night,1,10% discount,0
1145,7753.24,Wristband|Phone Case,evening,3,20% discount,0
1146,1546.13,Cushion,evening,1,20% discount,1
1147,13651.93,Wristband|Earbuds,morning,8,5% discount,1
1148,12085.95,Adidas Running Shoes|Adidas Running Shoes,afternoon,5,Free Shipping,0
1149,19466.36,Backpack|T-Shirt|Wristband,morning,7,Free Shipping,1
1150,4186.14,Nike Shoes,morning,1,10% discount,0
1151,9999.51,Wristband|Phone Case,night,9,5% discount,0
1152,9564.85,Wristband,evening,6,10% discount,0
1153,9716.65,Jeans,morning,1,20% discount,0
1154,3386.78,Backpack,morning,9,Free Shipping,0
1155,2379.2,Phone Case,evening,9,20% discount,1
1156,5596.55,Cushion,morning,2,5% discount,0
1157,6459.7,Coffee Mug|Backpack,night,5,10% discount,1
1158,3807.62,Coffee Mug|Jacket,morning,5,10% discount,1
1159,3443.71,Puma Sneakers,morning,2,Free Shipping,0
1160,5008.71,T-Shirt,afternoon,6,10% discount,0
1161,3460.31,Earbuds,afternoon,3,10% discount,0
1162,2269.94,Sports Cap,night,4,10% discount,0
1163,3785.8,Jeans,afternoon,8,10% discount,1
1164,7467.6,Jacket,morning,7,5% discount,0
1165,5766.15,Cushion,night,8,Free Shipping,0
1166,4000.61,Nike Shoes,morning,9,20% discount,1
1167,5775.27,Wristband,evening,10,10% discount,0
1168,4245.42,T-Shirt,night,1,Free Shipping,1
1169,8486.46,Jeans|T-Shirt,afternoon,6,Free Shipping,0
1170,11580.92,T-Shirt|Cushion,morning,9,10% discount,1
1171,5504.95,Puma Sneakers,evening,4,5% discount,0
1172,8355.71,Earbuds,afternoon,4,20% discount,1
1173,4432.37,Nike Shoes,afternoon,7,10% discount,1
1174,10226.7,Cushion|Sports Cap,afternoon,9,10% discount,1
1175,7777.55,Coffee Mug,morning,2,20% discount,0
1176,15086.68,Jacket|Phone Case,evening,0,5% discount,0
1177,3989.01,Puma Sneakers|Coffee Mug,afternoon,9,Free Shipping,0
1178,9722.82,Earbuds,afternoon,6,5% discount,0
1179,9309.09,Backpack,evening,7,10% discount,0
1180,5898.21,Phone Case,evening,10,Free Shipping,1
1181,1007.21,Wristband,night,4,10% discount,0
1182,6837.36,Cushion,afternoon,3,10% discount,1
1183,18130.74,Phone Case|T-Shirt|T-Shirt,morning,1,10% discount,0
1184,1270.54,Phone Case,night,10,20% discount,0
1185,9270.22,Wristband|Sports Cap,afternoon,0,5% discount,0
1186,10797.88,Sports Cap|Cushion|Jacket,morning,2,5% discount,0
1187,3699.58,Coffee Mug,afternoon,10,Free Shipping,0
1188,3487.77,Adidas Running Shoes,morning,10,20% discount,1
1189,4132.02,Phone Case|T-Shirt,morning,8,5% discount,0
1190,12818.95,Nike Shoes|Jeans,morning,10,5% discount,1
1191,3553.45,Adidas Running Shoes,evening,8,Free Shipping,0
1192,16860.85,T-Shirt|Wristband|Nike Shoes,morning,0,20% discount,1
1193,15703.52,Backpack|Phone Case,evening,10,Free Shipping,0
1194,2155.98,Coffee Mug,afternoon,8,Free Shipping,0
1195,7646.31,Earbuds,afternoon,5,Free Shipping,0
1196,4862.68,Puma Sneakers,morning,1,20% discount,1
1197,15371.0,Coffee Mug|Jacket,morning,8,5% discount,0
1198,18390.21,T-Shirt|Phone Case,night,6,20% discount,0
1199,10861.0,Cushion|Puma Sneakers,afternoon,5,10% discount,1
1200,6568.79,Cushion,night,9,Free Shipping,0
1201,1328.37,Phone Case,night,9,10% discount,1
1202,7866.06,Nike Shoes,evening,2,10% discount,1
1203,11625.93,Cushion|Coffee Mug|Cushion,afternoon,5,5% discount,0
1204,5155.85,Adidas Running Shoes,morning,0,20% discount,1
1205,1488.32,Adidas Running Shoes,evening,8,Free Shipping,0
1206,3861.26,Coffee Mug,afternoon,1,5% discount,0
1207,11538.04,Sports Cap|Sports Cap,night,0,10% discount,0
1208,5798.7,Sports Cap|T-Shirt,afternoon,6,20% discount,0
1209,6432.69,Jeans,morning,7,Free Shipping,1
1210,9122.04,Wristband,evening,9,Free Shipping,1
1211,9836.74,Coffee Mug,evening,3,Free Shipping,1
1212,1537.36,Wristband,afternoon,4,Free Shipping,0
1213,13960.03,Earbuds|Nike Shoes,evening,2,Free Shipping,1
1214,10822.83,Puma Sneakers|Jacket,morning,10,5% discount,0
1215,9675.98,Wristband|Puma Sneakers,morning,0,Free Shipping,1
1216,7132.06,Nike Shoes|Puma Sneakers,evening,3,Free Shipping,1
1217,5965.33,Phone Case,morning,3,Free Shipping,0
1218,5870.23,Sports Cap,afternoon,0,20% discount,0
1219,5527.24,Phone Case,morning,6,10% discount,0
1220,1928.27,Phone Case,morning,3,10% discount,0
1221,1496.1,Coffee Mug,morning,8,10% discount,0
1222,9615.48,Earbuds,afternoon,7,5% discount,0
1223,4211.29,Nike Shoes,afternoon,8,10% discount,1
1224,9397.93,Phone Case|Sports Cap,afternoon,8,20% discount,1
1225,9853.93,T-Shirt,morning,8,Free Shipping,0
1226,9440.33,Coffee Mug,evening,8,10% discount,0
1227,17147.38,Cushion|Earbuds,afternoon,7,Free Shipping,0
1228,8738.37,Phone Case|Nike Shoes,afternoon,8,Free Shipping,0
1229,15481.92,Jeans|Phone Case,morning,3,Free Shipping,0
1230,3243.42,Backpack,morning,3,10% discount,0
1231,6251.18,Puma Sneakers,night,7,5% discount,1
1232,6996.96,Earbuds|Adidas Running Shoes|T-Shirt,night,5,Free Shipping,0
1233,10937.98,Jacket|Cushion,evening,3,10% discount,0
1234,4959.18,Phone Case,afternoon,4,Free Shipping,0
1235,2619.01,Nike Shoes,evening,2,10% discount,1
1236,5607.73,Cushion,night,3,5% discount,1
1237,15185.9,Earbuds|Nike Shoes,night,8,5% discount,0
1238,8253.91,Phone Case,morning,10,10% discount,1
1239,19877.2,T-Shirt|Nike Shoes|T-Shirt,afternoon,2,10% discount,0
1240,6537.45,T-Shirt,evening,3,5% discount,0
1241,2857.19,Jeans,night,1,10% discount,0
1242,1010.45,Cushion,afternoon,4,Free Shipping,0
1243,4552.92,Phone Case,afternoon,0,5% discount,0
1244,8194.55,Jeans,afternoon,8,5% discount,1
1245,7654.03,Backpack|Adidas Running Shoes,afternoon,1,20% discount,0
1246,10634.96,Adidas Running Shoes|Phone Case,afternoon,10,10% discount,1
1247,7488.8,Coffee Mug,evening,5,20% discount,0
1248,7603.88,Puma Sneakers,night,9,Free Shipping,0
1249,9026.58,Sports Cap,night,9,Free Shipping,0
1250,9445.44,Jeans,night,2,20% discount,1
1251,6348.52,Earbuds,night,5,Free Shipping,1
1252,13830.15,Jeans|Jeans,afternoon,9,Free Shipping,0
1253,8416.52,Coffee Mug|Nike Shoes,morning,7,Free Shipping,0
1254,1784.91,Sports Cap,morning,2,10% discount,0
1255,6158.45,Earbuds,evening,6,20% discount,0
1256,4052.68,Phone Case,afternoon,9,Free Shipping,0
1257,5853.47,Nike Shoes,night,10,10% discount,0
1258,9876.73,Cushion,afternoon,3,Free Shipping,0
1259,6275.82,T-Shirt|Cushion,afternoon,8,10% discount,0
1260,6059.75,Coffee Mug,night,4,10% discount,1
1261,12318.9,Backpack|Sports Cap,afternoon,1,10% discount,1
1262,5201.41,Nike Shoes,afternoon,2,Free Shipping,0
1263,6729.38,Backpack|Phone Case,night,9,10% discount,0
1264,14178.26,Jacket|Jeans,afternoon,0,5% discount,0
1265,5247.99,Cushion,morning,6,Free Shipping,0
1266,8415.71,Backpack,night,7,20% discount,1
1267,7329.43,Jacket|Sports Cap,night,0,Free Shipping,1
1268,7169.77,Earbuds,afternoon,0,20% discount,0
1269,13500.36,Backpack|Coffee Mug|Coffee Mug,morning,7,Free Shipping,0
1270,4606.61,Earbuds,night,3,Free Shipping,1
1271,8157.75,Backpack|Phone Case,afternoon,7,Free Shipping,0
1272,7900.46,Adidas Running Shoes|Adidas Running Shoes,morning,2,Free Shipping,0
1273,8091.65,Adidas Running Shoes,afternoon,10,20% discount,0
1274,3197.83,Jacket,afternoon,8,Free Shipping,0
1275,14205.97,Jeans|Cushion,evening,1,5% discount,1
1276,7303.77,Cushion,evening,8,5% discount,0
1277,9755.61,Wristband,night,9,10% discount,1
1278,9465.67,Coffee Mug|Earbuds,morning,0,10% discount,0
1279,8020.59,Jacket,evening,2,20% discount,0
1280,6576.73,Phone Case,morning,0,Free Shipping,1
1281,9205.23,Adidas Running Shoes,afternoon,9,20% discount,0
1282,8655.38,Jeans,night,9,5% discount,1
1283,2790.34,Coffee Mug,afternoon,3,10% discount,1
1284,9722.28,Nike Shoes|Wristband,morning,6,10% discount,1
1285,4887.17,Jeans,night,10,Free Shipping,1
1286,8432.21,Cushion,afternoon,2,20% discount,1
1287,4089.53,Sports Cap,afternoon,9,Free Shipping,0
1288,1562.59,Backpack,afternoon,3,20% discount,0
1289,5732.06,Jeans,afternoon,5,10% discount,0
1290,6543.08,Puma Sneakers|Cushion,morning,0,Free Shipping,1
1291,3535.91,Adidas Running Shoes|Earbuds,afternoon,7,10% discount,1
1292,2594.61,Earbuds|Earbuds,night,9,10% discount,1
1293,3914.95,Jeans,afternoon,3,Free Shipping,0
1294,4834.25,Earbuds,morning,3,5% discount,0
1295,6438.31,Puma Sneakers,morning,5,5% discount,0
1296,5304.34,Phone Case,afternoon,9,Free Shipping,0
1297,17493.67,Sports Cap|Earbuds,evening,8,20% discount,1
1298,3125.14,Puma Sneakers,evening,1,20% discount,1
1299,5093.48,Nike Shoes,evening,10,20% discount,0
1300,10725.95,Sports Cap|Wristband,afternoon,3,10% discount,0
1301,14369.38,T-Shirt|Puma Sneakers|Backpack,evening,6,Free Shipping,0
1302,3675.37,Sports Cap,morning,0,10% discount,0
1303,3217.84,Jeans,evening,1,Free Shipping,0
1304,17799.07,Coffee Mug|Phone Case,afternoon,3,5% discount,1
1305,16809.44,Jacket|Coffee Mug,night,3,20% discount,0
1306,7971.74,Coffee Mug|T-Shirt,night,2,Free Shipping,1
1307,7501.56,Sports Cap,afternoon,2,5% discount,0
1308,5997.42,Adidas Running Shoes,afternoon,4,Free Shipping,0
1309,3130.1,Coffee Mug,evening,0,20% discount,0
1310,4751.13,Jacket,evening,3,Free Shipping,0
1311,4896.65,Wristband,morning,10,5% discount,0
1312,9046.31,Puma Sneakers,night,0,10% discount,1
1313,2819.45,Sports Cap,night,0,10% discount,1
1314,4352.59,Phone Case,afternoon,10,5% discount,1
1315,8098.54,Phone Case,afternoon,6,10% discount,0
1316,7819.26,Phone Case,night,1,Free Shipping,0
1317,3388.9,Adidas Running Shoes,night,10,Free Shipping,0
1318,18366.82,Earbuds|Backpack|Jacket,evening,6,10% discount,1
1319,5607.69,Cushion,evening,8,Free Shipping,0
1320,7188.35,Coffee Mug,night,4,10% discount,0
1321,3435.18,Jacket,morning,2,Free Shipping,0
1322,6601.03,Earbuds,night,10,5% discount,0
1323,8695.13,Phone Case,night,3,20% discount,1
1324,2582.26,Wristband,afternoon,2,Free Shipping,0
1325,1543.77,Coffee Mug,morning,5,10% discount,0
1326,13046.88,Phone Case|Adidas Running Shoes,night,10,10% discount,0
1327,5968.8,Adidas Running Shoes|Coffee Mug,morning,4,5% discount,0
1328,1634.59,Coffee Mug,afternoon,10,Free Shipping,0
1329,8853.8,Jacket,night,5,Free Shipping,0
1330,9952.04,Cushion,morning,3,Free Shipping,0
1331,7981.56,Cushion,evening,8,Free Shipping,0
1332,8649.18,Adidas Running Shoes,afternoon,3,20% discount,1
1333,11684.51,Puma Sneakers|Earbuds,afternoon,8,Free Shipping,0
1334,7408.6,Jeans|Jeans,evening,8,10% discount,0
1335,4700.91,Sports Cap,evening,0,20% discount,0
1336,1524.49,Coffee Mug,afternoon,4,10% discount,0
1337,9446.81,Earbuds,afternoon,0,5% discount,1
1338,9131.32,Coffee Mug,evening,0,10% discount,1
1339,3908.63,Wristband,morning,0,10% discount,1
1340,14975.84,Sports Cap|Coffee Mug,night,7,5% discount,0
1341,7763.26,Phone Case|Phone Case,night,7,Free Shipping,0
1342,5932.88,Jeans,morning,0,20% discount,1
1343,7802.04,Nike Shoes|Coffee Mug,afternoon,1,20% discount,1
1344,5953.1,Coffee Mug,afternoon,2,10% discount,1
1345,1714.31,Jacket,afternoon,7,20% discount,1
1346,9650.14,Phone Case,morning,1,10% discount,0
1347,5190.48,Wristband,afternoon,1,20% discount,1
1348,15909.68,Phone Case|Wristband,afternoon,6,20% discount,1
1349,15135.91,Cushion|Phone Case|T-Shirt,afternoon,8,Free Shipping,0
1350,8376.85,Wristband,morning,10,Free Shipping,0
1351,9893.19,Cushion|Coffee Mug,morning,1,Free Shipping,0
1352,9301.18,Nike Shoes,afternoon,7,10% discount,0
1353,18968.67,Puma Sneakers|Phone Case|Adidas Running Shoes,evening,1,10% discount,1
1354,8279.06,Coffee Mug,evening,1,Free Shipping,0
1355,4682.6,Earbuds,night,1,5% discount,0
1356,2277.19,Jeans,morning,4,5% discount,0
1357,9613.6,Earbuds,night,9,5% discount,0
1358,8408.08,Sports Cap,afternoon,0,Free Shipping,0
1359,3985.15,T-Shirt,night,10,10% discount,1
1360,5047.88,Jacket|Adidas Running Shoes,evening,8,10% discount,1
1361,10532.76,Cushion|Coffee Mug,night,2,20% discount,1
1362,4933.39,Jeans|Jacket,evening,3,Free Shipping,1
1363,19491.77,Adidas Running Shoes|Phone Case,evening,6,5% discount,0
1364,10010.01,Cushion|Nike Shoes|Cushion,morning,9,Free Shipping,0
1365,4763.34,Sports Cap,night,1,5% discount,0
1366,14692.72,Jeans|Earbuds,night,6,Free Shipping,0
1367,1016.39,Coffee Mug,evening,4,20% discount,0
1368,14003.52,Coffee Mug|T-Shirt,morning,6,20% discount,1
1369,9174.43,Earbuds,afternoon,8,20% discount,1
1370,9353.73,Nike Shoes|Earbuds,evening,7,10% discount,0
1371,9944.91,Earbuds|Coffee Mug,morning,1,20% discount,0
1372,5181.49,Cushion,night,5,5% discount,1
1373,7861.92,Cushion,afternoon,6,10% discount,0
1374,8752.37,Jacket,night,4,Free Shipping,0
1375,8002.32,Coffee Mug,afternoon,8,20% discount,1
1376,7103.12,Coffee Mug,morning,2,Free Shipping,1
1377,1444.34,Jeans,night,4,Free Shipping,0
1378,17598.39,Puma Sneakers|Earbuds|Puma Sneakers,morning,2,20% discount,1
1379,4644.85,T-Shirt,night,8,5% discount,0
1380,9487.38,Puma Sneakers,morning,2,5% discount,0
1381,13113.66,T-Shirt|Jeans,night,7,20% discount,1
1382,7563.46,Sports Cap|Jacket,afternoon,8,10% discount,0
1383,21338.74,T-Shirt|Cushion|Jacket,evening,9,5% discount,1
1384,6477.42,Adidas Running Shoes,afternoon,0,20% discount,1
1385,2419.88,Jacket,afternoon,1,20% discount,1
1386,8109.16,Jeans,morning,8,5% discount,0
1387,2272.02,T-Shirt,evening,10,Free Shipping,0
1388,6837.4,Jacket,morning,5,Free Shipping,1
1389,2599.13,Jacket,afternoon,7,5% discount,0
1390,4756.33,Earbuds,night,9,Free Shipping,0
1391,8658.08,T-Shirt,night,6,Free Shipping,0
1392,10737.77,Jeans|Backpack,afternoon,7,5% discount,0
1393,8657.34,Jacket|Jacket,evening,0,20% discount,1
1394,10563.62,Cushion|Earbuds,morning,7,5% discount,0
1395,13319.12,Adidas Running Shoes|Backpack,evening,2,10% discount,1
1396,8907.75,Phone Case,night,8,20% discount,0
1397,4940.46,Jacket,evening,8,Free Shipping,0
1398,4100.17,Jacket,morning,0,20% discount,0
1399,2645.48,Coffee Mug,morning,6,Free Shipping,0
1400,14969.07,Phone Case|Jeans|Cushion,afternoon,9,Free Shipping,0
1401,4822.65,Adidas Running Shoes,evening,1,10% discount,1
1402,7084.87,Phone Case,night,3,20% discount,0
1403,7008.0,Adidas Running Shoes,night,2,20% discount,1
1404,9830.93,T-Shirt,evening,4,10% discount,0
1405,6294.74,Sports Cap,evening,6,Free Shipping,1
1406,5028.62,Cushion|Coffee Mug,evening,1,5% discount,0
1407,6387.63,T-Shirt|Sports Cap,morning,8,Free Shipping,1
1408,1659.69,T-Shirt,evening,4,Free Shipping,0
1409,10919.41,Jeans|Wristband,night,7,10% discount,1
1410,5661.47,Earbuds,night,2,5% discount,0
1411,8207.95,Backpack,night,6,Free Shipping,0
1412,10901.99,Adidas Running Shoes|Cushion,afternoon,0,Free Shipping,1
1413,10568.78,Wristband|Phone Case,evening,10,20% discount,0
1414,17311.43,Nike Shoes|Nike Shoes|Wristband,evening,7,Free Shipping,0
1415,14743.85,Jacket|Sports Cap,evening,6,10% discount,1
1416,9235.78,Earbuds,evening,8,Free Shipping,1
1417,16819.19,Phone Case|Wristband,morning,5,Free Shipping,1
1418,2337.39,Wristband,afternoon,1,20% discount,0
1419,1147.85,Earbuds,afternoon,3,5% discount,0
1420,13679.22,Earbuds|Cushion,afternoon,8,10% discount,0
1421,3777.8,Backpack,evening,6,10% discount,1
1422,4784.23,Coffee Mug,evening,7,10% discount,1
1423,9724.86,Sports Cap|Cushion,night,2,Free Shipping,1
1424,1812.63,Jacket,evening,0,5% discount,0
1425,11809.76,Phone Case|Jacket|Coffee Mug,morning,0,5% discount,0
1426,5842.77,Jeans,morning,5,10% discount,0
1427,15506.22,Backpack|T-Shirt,morning,2,5% discount,0
1428,13497.06,Adidas Running Shoes|Earbuds|Earbuds,evening,1,10% discount,1
1429,8643.33,Coffee Mug|Cushion,night,5,5% discount,0
1430,3941.72,Jeans,evening,2,20% discount,1
1431,8569.48,T-Shirt,afternoon,2,10% discount,1
1432,1452.47,Puma Sneakers,afternoon,8,20% discount,0
1433,6549.49,Backpack,evening,1,Free Shipping,1
1434,13664.55,Coffee Mug|Coffee Mug,morning,5,10% discount,0
1435,13918.09,Phone Case|Phone Case,afternoon,2,Free Shipping,1
1436,2838.98,Cushion,evening,8,20% discount,1
1437,2384.14,Phone Case,night,4,10% discount,1
1438,3627.52,Coffee Mug,afternoon,10,Free Shipping,0
1439,2080.57,Wristband,night,1,5% discount,0
1440,4150.64,Jeans,afternoon,3,5% discount,1
1441,4411.27,Backpack,morning,6,Free Shipping,0
1442,3681.71,Jeans,night,3,Free Shipping,1
1443,3587.62,Wristband,evening,2,10% discount,0
1444,11087.75,Jeans|Phone Case,evening,0,Free Shipping,1
1445,14130.98,Jeans|Coffee Mug,afternoon,3,20% discount,1
1446,4869.81,Phone Case,night,5,20% discount,1
1447,12021.29,T-Shirt|T-Shirt,evening,3,Free Shipping,0
1448,4682.28,Jacket,morning,1,10% discount,1
1449,5598.5,Puma Sneakers,afternoon,1,Free Shipping,0
1450,5538.55,Adidas Running Shoes|Earbuds,morning,3,20% discount,1
1451,5801.57,T-Shirt,evening,2,10% discount,0
1452,9169.0,Phone Case,night,9,10% discount,0
1453,6644.71,Coffee Mug,evening,10,Free Shipping,0
1454,9738.02,Cushion,night,0,5% discount,0
1455,7484.7,Jacket,morning,3,20% discount,1
1456,17901.73,Phone Case|Jeans|T-Shirt,afternoon,3,10% discount,1
1457,8511.59,Sports Cap,morning,7,10% discount,1
1458,14703.69,Coffee Mug|Cushion,evening,3,Free Shipping,0
1459,2437.74,Earbuds,afternoon,7,Free Shipping,1
1460,13370.59,Coffee Mug|Puma Sneakers,afternoon,9,5% discount,1
1461,5497.23,Sports Cap,evening,6,10% discount,0
1462,17270.19,Phone Case|Earbuds|T-Shirt,morning,6,10% discount,0
1463,13636.92,Cushion|Cushion|Nike Shoes,night,4,10% discount,0
1464,7508.17,Cushion,morning,9,5% discount,0
1465,7866.23,Sports Cap,night,1,5% discount,1
1466,11801.66,Nike Shoes|Cushion|Sports Cap,afternoon,9,10% discount,1
1467,3192.1,Phone Case,morning,0,Free Shipping,0
1468,13403.45,Nike Shoes|Jeans,night,1,5% discount,0
1469,7206.74,Puma Sneakers|Cushion,afternoon,4,5% discount,0
1470,22718.44,Backpack|Puma Sneakers|T-Shirt,afternoon,5,20% discount,0
1471,8998.84,Coffee Mug|Sports Cap,afternoon,8,5% discount,0
1472,18837.11,Adidas Running Shoes|Jeans|Cushion,afternoon,4,10% discount,1
1473,12336.19,Cushion|Puma Sneakers,morning,5,10% discount,0
1474,6193.06,Sports Cap,night,7,5% discount,0
1475,9773.02,T-Shirt,night,4,Free Shipping,0
1476,9144.55,Earbuds,evening,7,Free Shipping,0
1477,8328.03,Wristband,morning,9,20% discount,0
1478,2049.41,Jacket,night,0,Free Shipping,0
1479,11504.47,Sports Cap|Nike Shoes,afternoon,5,Free Shipping,0
1480,8478.51,Adidas Running Shoes|Puma Sneakers,morning,4,Free Shipping,1
1481,12259.67,Wristband|Backpack|Sports Cap,morning,6,5% discount,0
1482,2345.86,Phone Case,night,9,Free Shipping,0
1483,8461.62,Sports Cap,night,1,Free Shipping,0
1484,20813.12,Nike Shoes|Sports Cap|Jeans,afternoon,9,5% discount,0
1485,10167.45,T-Shirt|Cushion,afternoon,3,Free Shipping,1
1486,11690.77,Puma Sneakers|Jeans,evening,7,5% discount,1
1487,8932.95,Phone Case|Cushion,afternoon,6,20% discount,1
1488,16732.99,Adidas Running Shoes|Earbuds|Cushion,morning,7,Free Shipping,1
1489,3097.79,Adidas Running Shoes,morning,1,5% discount,0
1490,7914.25,Puma Sneakers,evening,7,10% discount,0
1491,14959.83,Jeans|Jeans,evening,3,10% discount,0
1492,15009.72,Wristband|Phone Case|Earbuds,afternoon,7,Free Shipping,0
1493,9102.96,Phone Case,afternoon,0,Free Shipping,1
1494,2940.45,Phone Case,afternoon,3,20% discount,0
1495,9316.39,Earbuds|Wristband,afternoon,0,10% discount,0
1496,8655.71,Phone Case,evening,7,5% discount,1
1497,10559.86,Adidas Running Shoes|Coffee Mug,evening,0,20% discount,0
1498,6026.76,Jeans|Cushion,morning,4,Free Shipping,0
1499,10788.16,Jacket|Phone Case,night,7,5% discount,0
1500,14945.87,Jeans|Jacket,afternoon,4,Free Shipping,0
1501,4229.29,Jacket,morning,4,20% discount,1
1502,4324.29,Adidas Running Shoes,evening,2,Free Shipping,0
1503,1027.04,Puma Sneakers,afternoon,2,10% discount,0
1504,12961.75,Backpack|Jeans,afternoon,4,5% discount,1
1505,7212.22,Coffee Mug,night,8,Free Shipping,1
1506,4200.69,T-Shirt,afternoon,4,Free Shipping,0
1507,6439.04,Cushion,evening,7,5% discount,0
1508,3694.74,Wristband,afternoon,10,Free Shipping,0
1509,9159.83,Earbuds,morning,10,10% discount,1
1510,9864.09,Adidas Running Shoes,afternoon,1,20% discount,0
1511,1600.98,Puma Sneakers,morning,7,Free Shipping,0
1512,5225.49,Jacket,afternoon,6,Free Shipping,0
1513,13531.5,Adidas Running Shoes|Coffee Mug,night,4,10% discount,1
1514,7910.44,Cushion,afternoon,3,20% discount,1
1515,2402.53,Cushion,morning,5,Free Shipping,0
1516,9439.5,Adidas Running Shoes,night,0,Free Shipping,0
1517,2493.58,Nike Shoes,morning,10,Free Shipping,1
1518,4661.24,Backpack,afternoon,4,10% discount,0
1519,5923.41,Sports Cap,afternoon,8,10% discount,0
1520,6572.4,Wristband,morning,2,10% discount,1
1521,5044.62,Cushion,evening,2,Free Shipping,0
1522,10835.9,Phone Case|Backpack,morning,9,20% discount,0
1523,3144.55,Sports Cap,night,3,Free Shipping,1
1524,6619.41,T-Shirt,night,0,5% discount,1
1525,5395.06,Puma Sneakers,night,10,20% discount,1
1526,9874.31,Puma Sneakers,afternoon,9,5% discount,0
1527,1353.77,Backpack,morning,4,10% discount,0
1528,7740.01,Earbuds,afternoon,6,Free Shipping,1
1529,2075.12,Earbuds,evening,2,Free Shipping,0
1530,5013.26,Sports Cap,morning,5,10% discount,0
1531,16456.32,Phone Case|Coffee Mug,afternoon,6,5% discount,1
1532,7862.96,T-Shirt|Coffee Mug,evening,7,Free Shipping,0
1533,13764.97,Puma Sneakers|Cushion|Backpack,morning,2,5% discount,0
1534,3703.44,Puma Sneakers,morning,9,5% discount,0
1535,9047.35,Phone Case|Cushion,morning,10,10% discount,0
1536,13267.28,Jeans|Earbuds,evening,0,Free Shipping,1
1537,5393.26,Earbuds,evening,0,Free Shipping,0
1538,7635.85,Earbuds,afternoon,10,Free Shipping,0
1539,3120.19,Coffee Mug|Cushion,morning,6,10% discount,0
1540,1603.23,Cushion,morning,4,10% discount,1
1541,3810.3,Backpack,night,1,10% discount,0
1542,7324.35,Backpack,night,6,Free Shipping,0
1543,3033.5,Coffee Mug,morning,1,Free Shipping,0
